"Q2_1","Q3_1","Q4_1","Q5_1","Q6_1","Q7_1","detact","age","education","gender","gender_7_TEXT","Q88","race","race_6_TEXT","politicalaffiliation","comments","Score","PROLIFIC_PID","att1","att2","att3","con1","con2","con3","attitude_score","attitude","Condition","video","belief_pre","belief_post","belief_change","attitude_direction","change_direction","change_in_opposite","video_direction","change_align_video","Video_choice","video_type"
59,65,0,38,45,77,"Yes","28","Bachelor's degree in college (4-year)","Male",NA,"No","Black or African American",NA,"Conservative",NA,1,"682cc97ae5015b6e86923398","24","35","39","38","45","46",-31,"Anti","none","anti",-5.17,-6,-0.83,-1,-1,-0.83,-1,0.83,0,"Anti_Real"
-50,-61,10,-23,37,21,"Yes","50","Master's degree","Female",NA,"No","White",NA,"Conservative",NA,3,"67c9f5b412cb0f991258c856","8","-25","10","6","6","5",-24,"Anti","none","anti",-4,-22.67,-18.67,-1,-1,-18.67,-1,18.67,0,"Anti_Real"
100,100,100,-100,-50,-100,"No","59","Master's degree","Female",NA,"No","White",NA,"Extremely Conservative","Interesting survey.",3,"6814b78528cdca880c06346e","100","-100","100","-100","0","-100",300,"Pro","none","pro",50,91.67,41.67,1,1,-41.67,1,41.67,0,"Pro_Real"
45,68,34,49,33,-25,"No","20","Some college but no degree","Male",NA,"No","White",NA,"Conservative",NA,1,"66aba3f6770ca5f663f7b9c7","32","41","-21","53","-25","-25",49,"Pro","none","pro",8.17,15,6.83,1,1,-6.83,1,6.83,0,"Pro_Real"
-65,-63,-85,-89,80,83,"No","58","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative",NA,2,"67cc63a3a8d24ad74be65272","-45","-32","-58","-50","64","66",-215,"Anti","label","anti",-35.83,-47.83,-12,-1,-1,-12,-1,12,0,"Anti_Real"
42,32,32,45,69,100,"Yes","21","Master's degree","Female",NA,"No","White",NA,"Conservative",NA,2,"68379dbf061c49d4a40adb75","80","75","93","60","40","-30",178,"Pro","label","anti",29.67,-18,-47.67,1,-1,47.67,-1,47.67,1,"Anti_Fake_label"
100,100,50,-70,80,-100,"No","27","Master's degree","Male",NA,"No","White",NA,"Liberal","Well engaging, i need more like this.",3,"683ce3dc9d7abd2410f61aac","70","100","50","-70","80","-100",310,"Pro","label","pro",51.67,56.67,5,1,1,-5,1,5,0,"Pro_Real"
100,100,100,-56,2,-51,"No","24","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Liberal","It is a delicate balance between technology interests and business interests which can sometimes overlap and so government intervention with stakeholders should strike a healthy balance and create frameworks that protects consumers but also promote creativity.",3,"67f1d524c4a70f4cf6a5c688","100","84","95","-32","25","0",286,"Pro","label","pro",47.67,67.5,19.83,1,1,-19.83,1,19.83,0,"Pro_Real"
81,91,40,11,-76,21,"No","37","Master's degree","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"67d9e8a1074327b372eb538d","65","75","40","35","-55","45",155,"Pro","none","pro",25.83,42.67,16.84,1,1,-16.84,1,16.84,0,"Pro_Real"
100,100,70,-50,-50,-51,"No","21","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,3,"684632d76bc29e04ed2fbcdc","100","100","49","-50","60","61",178,"Pro","none","pro",29.67,70.17,40.5,1,1,-40.5,1,40.5,0,"Pro_Real"
33,57,20,0,-18,0,"Yes","65","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Extremely Liberal",NA,2,"65b6dc6d9d685626cfef6857","33","57","20","0","-18","0",128,"Pro","label","pro",21.33,21.33,0,1,0,0,1,0,0,"Pro_Real"
0,10,-5,5,20,5,"Yes","58","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative","Interesting study",1,"667c7880d80864f94fd000bc","20","20","10","-10","2","2",56,"Pro","none","anti",9.33,-4.17,-13.5,1,-1,13.5,-1,13.5,1,"Anti_Fake_none"
100,68,32,-48,34,-17,"Yes","70","Master's degree","Female",NA,"No","White",NA,"Conservative",NA,3,"683cccb8b33df566dc27c902","100","68","32","-48","34","-17",231,"Pro","none","pro",38.5,38.5,0,1,0,0,1,0,0,"Pro_Real"
100,100,100,100,100,100,"No","33","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative",NA,1,"682efe2ec79d2fe3a357a98a","100","100","56","90","78","96",-8,"Anti","none","pro",-1.33,0,1.33,-1,1,1.33,1,1.33,1,"Pro_Fake_none"
31,34,32,23,48,29,"No","50","Bachelor's degree in college (4-year)","Female",NA,"No","Asian",NA,"Moderate, Middle of Road",NA,2,"682b8071ffc2da7edd49f10c","75","75","65","11","26","5",173,"Pro","none","anti",28.83,-0.5,-29.33,1,-1,29.33,-1,29.33,1,"Anti_Fake_none"
60,85,74,-58,-41,-74,"Yes","43","Some college but no degree","Female",NA,"Yes","Other:","multiracial (black, white, indigenous) Hispanic","Liberal","I think a couple of dead giveaways that the video I watched was a deepfake was the mouth movement was off compared to the words spoken, and a couple of words were pronounced in a ""computer like"" voice that didn't seem natural at all.",1,"615a3aff99c738f7dd86fded","43","78","74","-40","-30","-74",339,"Pro","label","anti",56.5,65.33,8.83,1,1,-8.83,-1,-8.83,1,"Anti_Fake_label"
31,2,19,43,21,44,"No","42","Professional degree (JD, MD)","Male",NA,"No","White",NA,"Extremely Conservative",NA,1,"683cc69175e84c9d1065dfef","100","-73","84","47","-56","28",92,"Pro","none","anti",15.33,-9.33,-24.66,1,-1,24.66,-1,24.66,1,"Anti_Fake_none"
100,100,100,-26,85,-100,"No","64","Master's degree","Male",NA,"No","White",NA,"Extremely Conservative",NA,3,"6846029626bf630ad5f43683","100","100","0","-26","85","-11",152,"Pro","label","pro",25.33,56.83,31.5,1,1,-31.5,1,31.5,0,"Pro_Real"
59,65,61,-29,-70,-29,"No","59","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative","great study , many thanks",3,"637ea165e071484955b325f7","59","65","61","-29","-70","-29",313,"Pro","label","pro",52.17,52.17,0,1,0,0,1,0,0,"Pro_Real"
20,20,-25,66,65,66,"No","66","Some college but no degree","Female",NA,"Yes","Other:","mixed","Conservative",NA,2,"667edb7e249a421b0487c687","15","25","-27","66","65","66",-184,"Anti","none","anti",-30.67,-30.33,0.340000000000003,-1,1,0.340000000000003,-1,-0.340000000000003,0,"Anti_Real"
-25,-10,-80,100,100,100,"No","40","Doctoral degree","Male",NA,"No","White",NA,"Liberal",NA,2,"6844e58f007ca9a2f895df93","-75","-90","-70","97","100","98",-530,"Anti","none","anti",-88.33,-69.17,19.16,-1,1,19.16,-1,-19.16,0,"Anti_Real"
72,58,31,34,39,50,"No","18","High school graduate (high school diploma or equivalent including GED)","Male",NA,"No","White",NA,"Liberal",NA,1,"6840be12fb3e1de8004cc591","72","58","46","65","70","79",-38,"Anti","label","anti",-6.33,6.33,12.66,-1,1,12.66,-1,-12.66,0,"Anti_Real"
34,45,44,35,-38,0,"No","79","Master's degree","Female",NA,"No","White",NA,"Conservative",NA,2,"6846272b1cdc1d14c8e5dead","95","98","95","92","-90","-96",382,"Pro","none","anti",63.67,21,-42.67,1,-1,42.67,-1,42.67,1,"Anti_Fake_none"
39,39,24,-5,7,18,"Yes","51","Bachelor's degree in college (4-year)","Male",NA,"No","Other:","Multiracial","Slightly Conservative",NA,1,"66982fb77c869332de7e5261","35","25","24","-8","7","18",67,"Pro","none","pro",11.17,13.67,2.5,1,1,-2.5,1,2.5,0,"Pro_Real"
90,-82,95,94,-64,87,"No","24","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Extremely Conservative","great survey looking  forward to more",3,"678e0e611e18bfc278a38b50","87","-74","82","91","100","81",-177,"Anti","label","pro",-29.5,-2.33,27.17,-1,1,27.17,1,27.17,1,"Pro_Fake_label"
-67,39,-100,100,86,78,"Yes","28","Some college but no degree","Male",NA,"No","Asian",NA,"Slightly Liberal",NA,2,"671bdd06525adeea062a1d73","-67","-54","-100","100","81","66",-468,"Anti","label","pro",-78,-65.33,12.67,-1,1,12.67,1,12.67,1,"Pro_Fake_label"
70,0,-20,50,50,60,"Yes","24","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,3,"682ac1b6669fa157b2399b41","20","-10","-50","50","75","70",-235,"Anti","none","pro",-39.17,-18.33,20.84,-1,1,20.84,1,20.84,1,"Pro_Fake_none"
30,53,63,61,5,0,"Yes","62","Doctoral degree","Male",NA,"No","White",NA,"Conservative",NA,0,"67e18df3adc77c0702ba396b","34","15","63","61","3","82",-34,"Anti","none","anti",-5.67,13.33,19,-1,1,19,-1,-19,0,"Anti_Real"
59,32,25,33,26,4,"No","34","Bachelor's degree in college (4-year)","Male",NA,"Yes","Other:","Hispanic","Extremely Liberal",NA,3,"63be7173226d9b8c566ddd44","37","2","2","0","0","2",39,"Pro","label","pro",6.5,8.83,2.33,1,1,-2.33,1,2.33,0,"Pro_Real"
15,14,-75,21,90,9,"No","42","Some college but no degree","Male",NA,"No","White",NA,"Slightly Liberal","none",2,"611450f477b323832c3d9bb7","21","24","-44","10","77","9",-95,"Anti","label","anti",-15.83,-27.67,-11.84,-1,-1,-11.84,-1,11.84,0,"Anti_Real"
95,90,85,-50,0,-60,"Yes","58","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative",NA,3,"67e29b916ea3fa450fb3b845","90","90","85","-45","50","-55",315,"Pro","label","pro",52.5,63.33,10.83,1,1,-10.83,1,10.83,0,"Pro_Real"
95,100,90,-70,-75,-40,"No","63","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Liberal","Would be interesting in watching both videos to have a broader view of both sides to this question. I think there is an automatic bias built in as I support regulation, so I definitely wanted to watch that video (agreed with my view) than one that was against what I believe.",2,"67bdc9bbc81eaad61891c7a7","95","100","90","50","-75","-5",315,"Pro","label","pro",52.5,78.33,25.83,1,1,-25.83,1,25.83,0,"Pro_Real"
71,-9,54,74,-37,-50,"Yes","28","Bachelor's degree in college (4-year)","Male",NA,"No","Black or African American",NA,"Conservative",NA,3,"673b8b36a23f091c707518ae","61","-63","45","74","-71","-50",90,"Pro","label","pro",15,21.5,6.5,1,1,-6.5,1,6.5,0,"Pro_Real"
69,66,47,79,68,73,"Yes","43","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Slightly Conservative",NA,2,"67e18d3d9ae271b1719712c3","59","68","59","63","58","61",4,"Pro","none","anti",0.67,-6.33,-7,1,-1,7,-1,7,1,"Anti_Fake_none"
35,35,0,30,30,40,"Yes","76","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,3,"60a7c4434b322876925afaa3","35","35","0","30","30","40",-30,"Anti","none","pro",-5,-5,0,-1,0,0,1,0,1,"Pro_Fake_none"
100,100,100,-100,-100,45,"No","53","Bachelor's degree in college (4-year)","Male",NA,"Yes","White",NA,"Conservative",NA,3,"66f0bedd10cc3ac59f4f0d7e","100","100","52","-100","-100","45",407,"Pro","label","pro",67.83,75.83,8,1,1,-8,1,8,0,"Pro_Real"
100,100,86,-46,49,-43,"No","33","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,2,"67f0d67fab152657a348d5a2","100","100","86","-11","49","-43",291,"Pro","none","pro",48.5,54.33,5.83,1,1,-5.83,1,5.83,0,"Pro_Real"
-52,-56,-65,51,82,-29,"Yes","66","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Liberal","very fun!",2,"6063737f1039adcbf6428ac2","80","15","63","-45","76","-35",162,"Pro","label","anti",27,-46.17,-73.17,1,-1,73.17,-1,73.17,1,"Anti_Fake_label"
100,100,100,-100,-78,-78,"No","60","Associate degree in college (2-year)","Female",NA,"No","White",NA,"Slightly Conservative",NA,3,"60f6ce6de6cf393bcde0c14d","100","100","100","-100","-78","-78",556,"Pro","label","pro",92.67,92.67,0,1,0,0,1,0,0,"Pro_Real"
52,51,53,-41,1,-31,"Yes","39","Master's degree","Male",NA,"Yes","White",NA,"Conservative",NA,2,"682fb522dddc3a9d7c5afb7a","25","27","27","-14","50","-11",54,"Pro","none","pro",9,37.83,28.83,1,1,-28.83,1,28.83,0,"Pro_Real"
70,80,50,-40,-50,-30,"Yes","49","Master's degree","Female",NA,"No","Asian",NA,"Liberal","I believe AI should be regulated by the Government or some other independent agency. Though it may limit some aspects of AI , regulation is necessary to protect against the harmful effects. But innovation should not be stifled either. Therefore a balanced and nuanced approach needs to be adopted by both private and Government entities and agreed upon by an international body. 

",2,"659c4cb7b44bbfadb4a77dff","90","80","76","-90","-55","-75",466,"Pro","none","anti",77.67,53.33,-24.34,1,-1,24.34,-1,24.34,1,"Anti_Fake_none"
89,36,35,-19,31,-24,"No","59","Doctoral degree","Female",NA,"No","Black or African American",NA,"Moderate, Middle of Road","no comment",1,"681dea90ca4d96177e42d98b","88","31","28","-19","29","-18",155,"Pro","none","pro",25.83,28.67,2.84,1,1,-2.84,1,2.84,0,"Pro_Real"
75,88,90,93,-53,-68,"Yes","29","Master's degree","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"682f508b72af2f64e78744dd","46","31","33","26","39","45",0,"Anti","none","pro",0,46.83,46.83,0,1,-46.83,1,46.83,1,"Pro_Fake_none"
100,100,68,30,3,-15,"Yes","53","Master's degree","Male",NA,"No","White",NA,"Extremely Liberal",NA,3,"67edaed17096067b7031e62a","78","58","66","74","34","34",60,"Pro","none","pro",10,41.67,31.67,1,1,-31.67,1,31.67,0,"Pro_Real"
70,65,64,-69,-63,-49,"No","56","Master's degree","Female",NA,"No","White",NA,"Conservative",NA,1,"6082c37809793130ca4b3f0e","39","41","47","-39","-3","-5",174,"Pro","none","pro",29,63.33,34.33,1,1,-34.33,1,34.33,0,"Pro_Real"
32,23,26,7,45,34,"No","21","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Extremely Conservative","None",2,"673654fe4689394b4c0bb101","62","-37","66","54","70","-35",2,"Pro","label","pro",0.33,-0.83,-1.16,1,-1,1.16,1,-1.16,0,"Pro_Real"
72,-44,51,46,-33,22,"Yes","44","Doctoral degree","Female",NA,"Yes","White",NA,"Liberal",NA,2,"634f87d42fa897f3a8e3acad","70","-46","49","44","-35","20",44,"Pro","label","pro",7.33,7.33,0,1,0,0,1,0,0,"Pro_Real"
81,85,71,75,83,31,"Yes","49","Master's degree","Female",NA,"No","American Indian or Alaska Native",NA,"Conservative",NA,3,"6791a83204790eef1238156d","69","75","-31","67","86","64",-104,"Anti","none","pro",-17.33,8,25.33,-1,1,25.33,1,25.33,1,"Pro_Fake_none"
82,93,63,-81,49,-46,"No","37","Master's degree","Female",NA,"No","Black or African American",NA,"Extremely Conservative",NA,3,"6845caf62caa338d6ba49286","90","73","53","-27","69","50",124,"Pro","none","pro",20.67,52.67,32,1,1,-32,1,32,0,"Pro_Real"
100,100,69,-50,-20,-36,"No","39","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative","AI can really make life easier. ",3,"6833c3e781a4fc62467f9268","59","53","40","-35","37","-17",167,"Pro","label","pro",27.83,62.5,34.67,1,1,-34.67,1,34.67,0,"Pro_Real"
61,46,50,-48,-72,-65,"No","44","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative","none",2,"67e41073845419aa20c5dcfe","56","46","50","-65","-72","-65",354,"Pro","none","anti",59,57,-2,1,-1,2,-1,2,1,"Anti_Fake_none"
100,100,93,94,33,-71,"No","50","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Extremely Conservative",NA,3,"67a7bb5c18534330a23fbcce","100","100","93","94","33","-71",237,"Pro","label","pro",39.5,39.5,0,1,0,0,1,0,0,"Pro_Real"
97,100,100,100,-72,-73,"Yes","36","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,1,"67d83dca69a508da9e6df3ea","53","-30","45","39","59","2",-32,"Anti","none","pro",-5.33,57,62.33,-1,1,62.33,1,62.33,1,"Pro_Fake_none"
-60,-64,-68,68,89,95,"No","56","Bachelor's degree in college (4-year)","Female",NA,"No","Black or African American",NA,"Moderate, Middle of Road","Great content.",2,"64db80772c860983ea3a7310","80","-21","2","16","43","28",-26,"Anti","none","anti",-4.33,-74,-69.67,-1,-1,-69.67,-1,69.67,0,"Anti_Real"
75,93,76,90,-54,-52,"Yes","47","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Extremely Liberal","The video constantly paused and lagged.  It took twice as long to get through the video than your estimated time for the study. ",1,"677da627416ac09e87bcb1cc","55","58","63","90","-54","-52",192,"Pro","none","pro",32,43.33,11.33,1,1,-11.33,1,11.33,0,"Pro_Real"
68,61,63,-35,-35,-35,"No","56","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Slightly Conservative","Great study! I hope my answers help with your research. Thank you!",3,"676d6b0a137e2c9c8e9fc347","36","43","48","22","-1","-18",124,"Pro","label","pro",20.67,49.5,28.83,1,1,-28.83,1,28.83,0,"Pro_Real"
88,83,69,79,86,86,"Yes","63","Master's degree","Female",NA,"No","White",NA,"Extremely Liberal","Engaging survey",3,"682d1874c6ad8415059ffdde","68","54","53","60","70","56",-11,"Anti","none","pro",-1.83,-1.83,0,-1,0,0,1,0,1,"Pro_Fake_none"
95,95,12,-10,-64,-81,"No","63","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Extremely Liberal",NA,2,"5722a2ce350ed70008e393a5","88","90","4","19","-25","-17",205,"Pro","label","pro",34.17,59.5,25.33,1,1,-25.33,1,25.33,0,"Pro_Real"
60,-45,46,72,20,-49,"Yes","30","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative","None",2,"67e2e563be69a58c40a5d075","60","-51","30","72","-30","39",-42,"Anti","label","anti",-7,3,10,-1,1,10,-1,-10,0,"Anti_Real"
31,80,59,31,75,45,"Yes","45","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,1,"679059e4d1edc8227c71e4ee","62","28","-28","45","48","75",-106,"Anti","none","pro",-17.67,3.17,20.84,-1,1,20.84,1,20.84,1,"Pro_Fake_none"
100,100,98,100,100,100,"Yes","24","Bachelor's degree in college (4-year)","Male",NA,"No","Black or African American",NA,"Conservative",NA,3,"683f83fe191e4988ff2fe592","100","100","98","100","100","100",-2,"Anti","label","pro",-0.33,-0.33,0,-1,0,0,1,0,1,"Pro_Fake_label"
100,100,100,-100,-100,-100,"Yes","61","Master's degree","Male",NA,"No","White",NA,"Liberal",NA,1,"615586b009f801c3f2d4af8d","90","95","88","-100","-100","-100",573,"Pro","none","anti",95.5,100,4.5,1,1,-4.5,-1,-4.5,1,"Anti_Fake_none"
100,100,95,-75,25,-57,"Yes","60","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","White",NA,"Slightly Conservative","The video gave me a lot to think about.  I enjoyed watching it.",3,"676ed8014625d5ebd417b5f2","85","85","90","-50","60","-57",307,"Pro","none","pro",51.17,67,15.83,1,1,-15.83,1,15.83,0,"Pro_Real"
83,91,66,-77,-62,-89,"No","42","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative",NA,2,"67e84013e838b7e87ef9c0e2","56","65","44","-38","46","-57",214,"Pro","none","pro",35.67,78,42.33,1,1,-42.33,1,42.33,0,"Pro_Real"
10,-14,-5,60,49,53,"No","41","Some college but no degree","Female",NA,"Yes","White",NA,"Liberal",NA,2,"67838c00a0e049fdf173f9bd","58","-88","-26","17","20","26",-119,"Anti","label","anti",-19.83,-28.5,-8.67,-1,-1,-8.67,-1,8.67,0,"Anti_Real"
100,89,92,-100,-100,-100,"No","38","Master's degree","Female",NA,"Yes","Black or African American",NA,"Extremely Liberal",NA,3,"683732c36347be10c5e5f7e7","99","10","55","79","36","46",3,"Pro","none","pro",0.5,96.83,96.33,1,1,-96.33,1,96.33,0,"Pro_Real"
100,100,100,100,0,-50,"Yes","38","Doctoral degree","Female",NA,"No","Black or African American",NA,"Conservative",NA,2,"683dd8052c6588dbdbec889e","60","40","60","50","100","0",10,"Pro","label","pro",1.67,41.67,40,1,1,-40,1,40,0,"Pro_Real"
60,97,75,-50,-10,-30,"No","21","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative","It was excellent!",3,"682b532d95bab99115a1b396","21","20","23","-19","21","-10",72,"Pro","label","pro",12,53.67,41.67,1,1,-41.67,1,41.67,0,"Pro_Real"
100,100,100,-96,-62,-51,"Yes","51","Some college but no degree","Female",NA,"No","Black or African American",NA,"Slightly Conservative",NA,3,"6391e7dac077ff16de26d753","100","100","100","-96","-62","-51",509,"Pro","label","pro",84.83,84.83,0,1,0,0,1,0,0,"Pro_Real"
72,-24,55,64,71,80,"Yes","41","Bachelor's degree in college (4-year)","Female",NA,"No","Black or African American",NA,"Extremely Liberal",NA,1,"669fb915167d6c4b8e71dbfb","72","-3","55","64","71","80",-91,"Anti","label","anti",-15.17,-18.67,-3.5,-1,-1,-3.5,-1,3.5,0,"Anti_Real"
94,65,-70,31,100,27,"No","67","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative",NA,1,"680b849fae75e69183a8162b","92","83","-70","5","100","16",-16,"Anti","label","anti",-2.67,-11.5,-8.83,-1,-1,-8.83,-1,8.83,0,"Anti_Real"
84,42,27,56,64,62,"Yes","63","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Liberal",NA,2,"6761f674139fa42fb916e2cd","66","-3","64","30","-52","-100",249,"Pro","label","anti",41.5,-4.83,-46.33,1,-1,46.33,-1,46.33,1,"Anti_Fake_label"
100,71,26,-96,100,-42,"No","55","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative",NA,3,"6786cd9fca3e75e900edbd1c","100","32","2","-96","100","0",130,"Pro","none","pro",21.67,39.17,17.5,1,1,-17.5,1,17.5,0,"Pro_Real"
100,100,100,-100,-100,-100,"No","73","Some college but no degree","Male",NA,"No","Black or African American",NA,"Moderate, Middle of Road",NA,3,"682baf93269c9bea069e3715","100","100","100","-100","-100","-100",600,"Pro","label","pro",100,100,0,1,0,0,1,0,0,"Pro_Real"
65,100,100,50,0,0,"No","72","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative","Al is a very dangerous form of mind  control. We can not stop it . Its going to be developed by every country on earth. It is going to be used in warfare mostly .Its is going to turn humanity into a bunch of robots . It is going to destroy civilization. I am very glad that I am elderly. I won't be around by the time it takes over the world and destroys humanity. ",2,"5c7560f14f23e50016135028","50","100","100","25","-50","-50",325,"Pro","none","anti",54.17,35.83,-18.34,1,-1,18.34,-1,18.34,1,"Anti_Fake_none"
