"att1_1","att2_1","att3_1","concern1_1","concern2_1","concern3_1","Q94_First.Click","Q94_Last.Click","Q94_Page.Submit","Q94_Click.Count","att1P_1","att2P_1","att3P_1","concern1P_1","concern2P_1","concern3P_1","persuasive","detact","age","education","Q88","race","race_6_TEXT","politicalaffiliation","comments","Score","PROLIFIC_PID","Condition","Label","Fake","belief_org","belief_final","belief_change","Bonus","Pro","Change_in_Direction","Male"
75,-50,75,80,50,50,"0","0","315.492","0",50,50,-50,50,-30,-50,3,0,59,"Master's degree","No","Black or African American",NA,"Conservative",NA,2,"6661bf4587f6b99850d9328b","Anti_org","0","0",46.6666666666667,3.33333333333333,-43.3333333333333,0.2,"0",43.3333333333333,0
-21,-15,-30,-7,-15,-7,"16.7","16.7","284.17","1",-36,-30,-57,55,-58,-51,4,0,45,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,2,"671a245a04fc6fe2e43d9182","Anti_org","0","0",-15.8333333333333,-29.5,-13.6666666666667,0.2,"0",13.6666666666667,0
-100,-58,-100,-80,-100,-100,"254.3","254.3","254.755","1",-46,-31,-49,-82,-100,-100,2,1,28,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,1,"6012e262527c380ccb2a6c74","Pro_org","0","0",-89.6666666666667,-68,21.6666666666667,0.1,"1",21.6666666666667,1
61,68,12,13,-6,9,"3.563","305.135","305.703","2",8,-14,-33,20,-19,22,4,0,45,"Doctoral degree","No","Black or African American",NA,"Liberal",NA,2,"6762d5973d0ced802418acfa","Anti_org","0","0",26.1666666666667,-2.66666666666667,-28.8333333333333,0.2,"0",28.8333333333333,1
57,1,-45,-2,-45,-10,"0","0","244.351","0",57,1,-45,-14,-45,-14,2,0,27,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Moderate, Middle of Road",NA,2,"607b73619e1bfba7bfb23cce","Pro_none","0","1",-7.33333333333333,-10,-2.66666666666667,0.2,"1",-2.66666666666667,1
94,56,21,6,-30,-9,"73.549","73.549","320.754","1",94,66,20,-1,-26,-9,2,0,43,"Doctoral degree","No","Asian",NA,"Slightly Conservative",NA,2,"65fd19896d58d64c0d8cbc3c","Pro_org","0","0",23,24,1,0.2,"1",1,1
90,94,41,-54,-41,30,"0","0","255.4","0",98,98,95,0,61,76,4,0,64,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,3,"67163529b2a5bd8893108e08","Pro_org","0","0",26.6666666666667,71.3333333333333,44.6666666666667,0.3,"1",44.6666666666667,1
100,100,100,100,100,100,"0","0","253.512","0",100,100,100,100,100,100,1,1,36,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Slightly Liberal",NA,2,"5fd8f6060b671a3395afde6c","Pro_label","1","1",100,100,0,0.2,"1",0,0
35,67,53,53,74,37,"3.504","240.516","241.748","2",48,67,53,53,74,37,1,1,58,"Some college but no degree","No","Other:","multi ethnic","Moderate, Middle of Road","The video was pretty obviously an AI construct, even without this survey having Stated it Bluntly.  There were obvious (to me) issues between the lips moving and what was coming out of the speakers, both in terms of synchronization, and in limited lip reading.",2,"5db9da2c11a2a902a7bdfe41","Anti_label","1","1",53.1666666666667,55.3333333333333,2.16666666666667,0.2,"0",-2.16666666666667,0
100,-100,-100,100,-100,0,"0","0","484.365","0",100,100,80,0,-100,50,4,1,24,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Conservative",NA,2,"6758dd6c2d36a19cb79fa065","Pro_none","0","1",-16.6666666666667,38.3333333333333,55,0.2,"1",55,1
80,82,85,78,81,85,"0","0","232.769","0",80,82,85,78,81,85,1,1,65,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal","the pronunciation of Microsoft was a giveaway",2,"5e9f3f09ccc75a0c345e4845","Anti_none","0","1",81.8333333333333,81.8333333333333,0,0.2,"0",0,0
-25,-25,-10,-10,-25,-40,"0","0","232.301","0",-25,-25,-10,-10,-25,-40,3,1,22,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Conservative",NA,2,"678750cef70562b83286d983","Anti_none","0","1",-22.5,-22.5,0,0.2,"0",0,1
0,0,0,0,0,0,"77.297","106.911","478.455","2",0,0,0,0,0,0,1,0,23,"Some college but no degree","No","White",NA,"Extremely Liberal",NA,2,"669327c8eb71f9a6ca83eaab","Anti_org","0","0",0,0,0,0.2,"0",0,1
78,39,38,40,41,43,"154.952","277.466","277.729","4",42,39,21,24,31,62,3,0,27,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Liberal","Thanks!",2,"5edc195a95d5090e1c3f91b2","Anti_org","0","0",46.5,36.5,-10,0.2,"0",10,1
-100,-100,-100,-100,-100,-100,"279.517","279.517","279.779","1",-100,-100,-100,-100,-100,-100,1,1,27,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Conservative",NA,2,"62eda5558d22fb31eba6a451","Pro_none","0","1",-100,-100,0,0.2,"1",0,1
100,100,100,100,100,92,"16.012","126.408","241.945","2",100,100,100,100,100,92,1,1,62,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Liberal",NA,2,"66885dd6f1359a003163f0c4","Anti_label","1","1",98.6666666666667,98.6666666666667,0,0.2,"0",0,1
100,100,100,100,-100,100,"5.454","246.369","247.87","2",100,100,100,-28,-100,-20,4,0,44,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Liberal","Thank you for the opportunity to participate in this study. AI should be minimally regulated  by governmental agencies. This will evidently improve innovation and sustainability.",2,"6781174cde9b2392bca808d6","Anti_none","0","1",66.6666666666667,25.3333333333333,-41.3333333333333,0.2,"0",41.3333333333333,0
96,99,99,63,96,93,"0","0","266.723","0",100,100,100,100,100,100,5,0,25,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Extremely Liberal",NA,3,"678e6fa052fed7f2b00ea463","Pro_org","0","0",91,100,9,0.3,"1",9,1
97,-5,80,40,10,34,"119.358","119.358","232.894","1",97,-5,80,40,10,34,2,1,55,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Slightly Conservative",NA,1,"65a2a6f083e9bfcacd4e1704","Anti_none","0","1",42.6666666666667,42.6666666666667,0,0.1,"0",0,0
85,90,90,100,90,100,"0","0","233.445","0",100,95,95,100,95,100,1,1,39,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Liberal",NA,2,"5bf0b1ecaf38d100016bd609","Anti_label","1","1",92.5,97.5,5,0.2,"0",-5,1
100,100,100,-63,83,-66,"0","0","241.81","0",100,100,100,64,83,100,5,1,41,"Master's degree","No","Black or African American",NA,"Moderate, Middle of Road","I enjoyed the survey. It was very informative.",2,"66315addc055bd67897431e7","Pro_label","1","1",42.3333333333333,91.1666666666667,48.8333333333333,0.2,"1",48.8333333333333,0
100,100,100,-80,95,95,"0","0","282.568","0",100,100,100,40,98,98,1,1,52,"Master's degree","No","White",NA,"Extremely Liberal","The deepfake made me want regulation even more. One of my biggest issues with AI is the one this video notably ignores -- the use of counterfeit humans that can be used to influence or fool people, particularly in a sales role (robocalling, or phishing for instance) or that of a ""news"" broadcast which could easily spread disinformation.",2,"663298e9fb8d4ab0415f49fb","Anti_label","1","1",68.3333333333333,89.3333333333333,21,0.2,"0",-21,1
50,25,50,50,25,50,"30.924","248.267","258.983","3",75,50,50,50,35,70,3,1,24,"Some college but no degree","No","White",NA,"Slightly Conservative",NA,1,"60e58ea4f392d2332c5d32c2","Pro_none","0","1",41.6666666666667,55,13.3333333333333,0.1,"1",13.3333333333333,1
-81,37,-43,-47,-41,-50,"0","0","231.468","0",-81,37,-43,-47,-41,-50,3,0,47,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,2,"60c4e1091b936c7b812e5af4","Anti_none","0","1",-37.5,-37.5,0,0.2,"0",0,1
65,75,69,-14,46,-33,"50.65","50.65","281.875","1",67,77,68,-14,46,-33,1,0,37,"Some college but no degree","No","White",NA,"Slightly Liberal",NA,2,"669a9222298c6838194f2ae4","Anti_org","0","0",34.6666666666667,35.1666666666667,0.5,0.2,"0",-0.5,1
72,70,73,54,-70,-12,"247.531","247.531","248.267","1",72,70,73,-4,-70,50,4,1,63,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Conservative",NA,2,"62b0b9d60841bfa66838f436","Pro_label","1","1",31.1666666666667,31.8333333333333,0.666666666666664,0.2,"1",0.666666666666664,0
52,70,37,47,47,40,"22.139","242.867","243.81","2",52,70,37,47,47,40,3,1,61,"Associate degree in college (2-year)","No","White",NA,"Liberal",NA,3,"670ee7db4c9967e838e28309","Pro_label","1","1",48.8333333333333,48.8333333333333,0,0.3,"1",0,1
98,97,54,100,-50,100,"19.629","19.629","292.546","1",98,97,54,100,100,100,2,0,24,"Associate degree in college (2-year)","Yes","White",NA,"Slightly Conservative",NA,2,"678b08e08a97f77aa776acc4","Anti_org","0","0",66.5,91.5,25,0.2,"0",-25,1
-20,10,-25,-30,-33,-30,"2.049","262.399","263.211","3",20,10,-14,-25,-28,-19,3,0,21,"Associate degree in college (2-year)","No","White",NA,"Slightly Conservative",NA,2,"6787b36bf3ef985d108261c7","Pro_org","0","0",-21.3333333333333,-9.33333333333333,12,0.2,"1",12,0
-100,-100,-100,-100,-100,-100,"0","0","279.263","0",-100,-100,-100,-100,-100,-100,3,0,63,"Some college but no degree","No","White",NA,"Moderate, Middle of Road","I am/was already in agreement with this point of view. I tire so much of the fear mongering that the elites (MS, Google, Zuckster, Etc.) keep shouting is fake, made to cause common people to suppor a particular point of view so that we vote for people that will follow through or at least not oppose their will. Flap them suckas!",2,"6725445232ffd51312161695","Anti_org","0","0",-100,-100,0,0.2,"0",0,1
65,60,25,-4,-50,0,"18.359","18.359","294.758","1",30,30,-65,-50,-85,-80,4,0,60,"Some college but no degree","No","White",NA,"Conservative",NA,2,"63eceb160f69b779c757c48b","Anti_org","0","0",16,-36.6666666666667,-52.6666666666667,0.2,"0",52.6666666666667,0
30,47,-46,-26,-31,-54,"0","0","328.566","0",54,-36,18,-47,-61,4,3,0,61,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Conservative",NA,2,"66f3112a95dd87cfc72a7d31","Anti_org","0","0",-13.3333333333333,-11.3333333333333,2,0.2,"0",-2,0
10,73,83,3,100,-22,"7.26","7.26","235.751","1",100,73,83,3,100,-22,1,0,31,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Extremely Conservative","I enjoyed taking the time to add my opinion on this study. I look forward to doing more in the future.",1,"66b3e2632fcc33666e7a8574","Anti_org","0","0",41.1666666666667,56.1666666666667,15,0.1,"0",-15,0
51,90,24,56,73,22,"234.331","234.331","239.067","1",51,90,24,56,73,22,3,1,51,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road",NA,2,"63cc5fddd5813c609d5b28d5","Anti_label","1","1",52.6666666666667,52.6666666666667,0,0.2,"0",0,0
38,42,52,-45,-41,-52,"0","0","244.617","0",66,72,86,-83,-85,-73,4,0,24,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative","none",1,"673a172a0bf4c7d387f8e00e","Pro_org","0","0",-1,-2.83333333333333,-1.83333333333333,0.1,"1",-1.83333333333333,1
80,50,90,70,35,64,"94.855","94.855","236.11","1",76,42,58,68,-11,60,3,1,28,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Slightly Liberal",NA,1,"67886036d898e36d12084892","Anti_label","1","1",64.8333333333333,48.8333333333333,-16,0.1,"0",16,0
-50,0,-100,-100,-100,-100,"0","0","233.889","0",-50,0,-100,-100,-100,-100,2,1,40,"Associate degree in college (2-year)","No","White,Asian",NA,"Moderate, Middle of Road",NA,2,"5eb81d360943fe74d6aba62b","Anti_label","1","1",-75,-75,0,0.2,"0",0,1
36,34,34,-31,36,34,"0","0","238.706","0",40,39,40,-37,41,37,3,1,26,"Some college but no degree","No","White",NA,"Conservative",NA,2,"674fca84082aa5de022eeedd","Pro_label","1","1",23.8333333333333,26.6666666666667,2.83333333333334,0.2,"1",2.83333333333334,1
100,100,100,100,100,100,"0","0","246.162","0",100,100,100,100,100,100,1,1,58,"Associate degree in college (2-year)","No","White",NA,"Liberal",NA,2,"67266b5c49f7359f40998147","Pro_label","1","1",100,100,0,0.2,"1",0,0
35,40,-24,37,-39,-2,"0","0","232.752","0",40,56,-16,41,-43,-26,3,1,33,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road",NA,2,"67193b9836d0f72eb793eaef","Anti_label","1","1",7.83333333333333,8.66666666666667,0.833333333333333,0.2,"0",-0.833333333333333,0
100,100,100,100,100,100,"4.849","269.865","278.241","10",100,100,100,100,100,100,1,1,33,"Bachelor's degree in college (4-year)","No","Asian",NA,"Extremely Liberal","if ai is so great then regulations should not stop its greatness. with great power comes responsibilty",1,"5f3227893ca51916b4ff6d9d","Anti_org","0","0",100,100,0,0.1,"0",0,0
28,31,12,32,62,37,"272.756","272.756","275.238","1",59,51,31,16,62,37,1,1,76,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Liberal",NA,2,"62c63900eeac5a077bc98e74","Anti_org","0","0",33.6666666666667,42.6666666666667,9,0.2,"0",-9,0
29,72,54,11,14,-8,"0","0","243.964","0",29,72,54,11,14,-8,2,1,33,"Master's degree","No","White",NA,"Slightly Conservative",NA,3,"61575f1257634f8182c29c16","Pro_label","1","1",28.6666666666667,28.6666666666667,0,0.3,"1",0,1
96,99,86,55,40,-28,"0","0","301.049","0",100,99,25,-29,-60,-57,4,1,38,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,2,"67781b8a215a48953cc6af12","Anti_org","0","0",58,13,-45,0.2,"0",45,0
33,0,0,-28,0,-2,"0","0","245.383","0",33,0,0,-28,0,-2,2,0,45,"Bachelor's degree in college (4-year)","No","Asian",NA,"Moderate, Middle of Road",NA,3,"5ecc6ffce3ca77849333e83e","Pro_none","0","1",0.5,0.5,0,0.3,"1",0,1
100,100,100,39,100,50,"2.399","239.581","241.607","2",100,100,100,83,100,100,1,1,58,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal","All generative AI is based on theft, especially theft by super-rich sociopaths like Musk and Zuckerberg from artists, writers, and other non-rich people. So when I am allowed to go steal art from the techbros with the same impunity that they steal from us, I'll consider other arguments for non-regulation of AI. Otherwise, regulate them massively in hopes they all fail.",2,"6661cdb231a34b5cec5669aa","Anti_none","0","1",81.5,97.1666666666667,15.6666666666667,0.2,"0",-15.6666666666667,0
88,74,68,-25,-22,22,"14.068","257.3","258.091","4",39,14,68,-71,-55,-36,3,1,60,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road",NA,2,"6654a08d044bd2f140dd9403","Anti_label","1","1",34.1666666666667,-6.83333333333333,-41,0.2,"0",41,0
40,78,88,63,29,39,"0","0","236.737","0",62,48,71,63,34,39,2,1,23,"Bachelor's degree in college (4-year)","Yes","White",NA,"Liberal",NA,2,"6760d1dee07fdacca8cbde76","Anti_label","1","1",56.1666666666667,52.8333333333333,-3.33333333333333,0.2,"0",3.33333333333333,0
80,80,60,-20,-10,-5,"3.548","3.548","245.688","1",85,85,65,-20,-10,0,3,1,53,"Master's degree","No","Asian",NA,"Conservative",NA,2,"66808c6a23176a000812d02c","Pro_label","1","1",30.8333333333333,34.1666666666667,3.33333333333333,0.2,"1",3.33333333333333,1
100,100,100,0,0,0,"0","0","244.142","0",100,100,100,100,0,0,4,1,58,"Less than high school degree","No","White",NA,"Moderate, Middle of Road","The man's mouth in the video was distracting.",3,"64345edc0fd9813bdd9ef181","Pro_label","1","1",50,66.6666666666667,16.6666666666667,0.3,"1",16.6666666666667,0
98,99,97,97,99,93,"169.799","169.799","265.545","1",98,99,97,97,99,93,2,0,64,"Associate degree in college (2-year)","No","White",NA,"Extremely Liberal",NA,2,"59894fbbda239a0001fb8e16","Pro_org","0","0",97.1666666666667,97.1666666666667,0,0.2,"1",0,0
100,100,70,50,0,0,"0","0","270.054","0",100,100,70,50,0,0,2,1,57,"Master's degree","No","Black or African American",NA,"Slightly Liberal","Please strongly consider paying much more. Thank you.",2,"6266a849331cc893a5b22cf6","Anti_label","1","1",53.3333333333333,53.3333333333333,0,0.2,"0",0,1
100,72,79,62,43,50,"11.976","11.976","234.835","1",100,74,79,62,43,50,1,1,67,"Master's degree","No","White",NA,"Liberal","You can tell this was an AI generated video because of the mispronunciation of words and the speaker's lips did not match what was being said in many instances.",2,"628778b9bd0dbcd8fa2eeb3a","Anti_label","1","1",67.6666666666667,68,0.333333333333329,0.2,"0",-0.333333333333329,1
100,100,100,100,100,100,"0","0","238.1","0",100,100,100,100,100,100,1,1,68,"Some college but no degree","No","White",NA,"Extremely Liberal",NA,2,"5c6b646349b7f0000120b659","Anti_none","0","1",100,100,0,0.2,"0",0,0
100,100,100,10,15,50,"17.202","17.202","272.909","1",100,100,100,10,46,50,4,0,80,"Master's degree","No","Black or African American",NA,"Liberal",NA,3,"5dceca2541afe801a32e27ac","Pro_org","0","0",62.5,67.6666666666667,5.16666666666667,0.3,"1",5.16666666666667,0
57,29,61,-2,-62,100,"0","0","232.964","0",57,29,61,-2,-62,100,1,1,22,"Associate degree in college (2-year)","No","White",NA,"Conservative",NA,2,"673add0cf30eb251459f179c","Anti_label","1","1",30.5,30.5,0,0.2,"0",0,1
37,24,40,17,8,21,"266.924","266.924","364.571","1",47,33,5,13,9,9,1,0,62,"Associate degree in college (2-year)","No","White",NA,"Conservative",NA,2,"61bb389740db417c1a138cad","Anti_none","0","1",24.5,19.3333333333333,-5.16666666666667,0.2,"0",5.16666666666667,1
75,100,95,-34,42,58,"235.419","235.419","373.689","1",75,100,95,-34,42,58,1,1,29,"Some college but no degree","No","White",NA,"Conservative",NA,2,"673e249d764205ff4fdc5af1","Anti_org","0","0",56,56,0,0.2,"0",0,0
94,95,85,-70,86,-70,"0","0","302.069","0",89,92,79,-70,77,-74,2,0,30,"Master's degree","No","White",NA,"Slightly Liberal",NA,2,"677ad06ebf62b45f68bc3ed4","Anti_org","0","0",36.6666666666667,32.1666666666667,-4.5,0.2,"0",4.5,1
2,2,2,-2,-2,-2,"0","0","990.099","0",4,2,2,-2,-2,-2,3,1,38,"Master's degree","No","Asian",NA,"Moderate, Middle of Road",NA,1,"66d2186504b347349f6d3923","Anti_none","0","1",0,0.333333333333333,0.333333333333333,0.1,"0",-0.333333333333333,0
52,51,53,-59,-60,-56,"0","0","307.785","0",78,75,72,82,59,54,4,0,60,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Liberal",NA,2,"646f8a859c69c3cb1d5f08c8","Pro_org","0","0",-3.16666666666667,70,73.1666666666667,0.2,"1",73.1666666666667,1
59,51,70,-26,-35,-62,"933.495","1129.266","1130.895","2",59,51,70,-26,-35,-62,4,1,32,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,2,"6748b0b89e795db6405d3f49","Anti_none","0","1",9.5,9.5,0,0.2,"0",0,1
21,60,-23,-88,-94,-96,"0","0","274.623","0",30,50,-65,-90,-94,-96,4,0,18,"Some college but no degree","Yes","White",NA,"Moderate, Middle of Road",NA,1,"66e1cdeccd5fdfced90bfb6e","Anti_org","0","0",-36.6666666666667,-44.1666666666667,-7.5,0.1,"0",7.5,1
100,100,100,99,100,85,"3.94","204.807","231.781","33",100,100,76,95,97,85,1,1,40,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Moderate, Middle of Road",NA,2,"6721da2630d229d1be09c50d","Anti_label","1","1",97.3333333333333,92.1666666666667,-5.16666666666666,0.2,"0",5.16666666666666,1
25,75,0,50,0,75,"8.797","31.706","283.314","2",25,75,10,50,0,75,3,1,70,"Some college but no degree","No","White",NA,"Moderate, Middle of Road",NA,3,"62879b859698ba45e6afa90f","Pro_org","0","0",37.5,39.1666666666667,1.66666666666666,0.3,"1",1.66666666666666,1
55,-24,50,-9,21,-31,"0","0","253.268","0",70,52,59,9,65,-19,2,1,27,"Professional degree (JD, MD)","No","White",NA,"Slightly Conservative",NA,2,"65da5ea53cf757c346ee5b18","Pro_org","0","0",10.3333333333333,39.3333333333333,29,0.2,"1",29,1
27,33,47,10,15,33,"282.344","282.344","283.076","1",43,73,47,30,15,33,4,1,25,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,2,"6739075d10227690e7d142ed","Pro_label","1","1",27.5,40.1666666666667,12.6666666666667,0.2,"1",12.6666666666667,0
100,98,70,-39,-46,97,"0","0","331.693","0",100,98,70,-39,-46,97,1,1,22,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Extremely Conservative",NA,0,"678a74b8f66f8b2b15efa6b7","Anti_none","0","1",46.6666666666667,46.6666666666667,0,0,"0",0,1
51,71,44,60,57,59,"0","0","231.608","0",70,91,44,86,82,90,4,1,36,"Bachelor's degree in college (4-year)","Yes","White",NA,"Liberal",NA,3,"6554d04c73158a94d70192dd","Pro_label","1","1",57,77.1666666666667,20.1666666666667,0.3,"1",20.1666666666667,0
73,86,79,-78,-27,-46,"210.249","210.249","232.338","1",100,100,100,-78,-27,-46,4,1,29,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Conservative",NA,2,"67883bbc3958b06158ae67a4","Pro_none","0","1",14.5,24.8333333333333,10.3333333333333,0.2,"1",10.3333333333333,1
-86,-88,-85,-86,-87,-91,"257.627","257.627","258.491","1",-81,-83,-78,-78,-79,-83,1,0,42,"Some college but no degree","No","White",NA,"Slightly Liberal",NA,1,"570d22b35e5156000efd8bd5","Pro_org","0","0",-87.1666666666667,-80.3333333333333,6.83333333333334,0.1,"1",6.83333333333334,1
21,100,100,-2,100,-2,"314.342","314.342","318.346","1",100,100,100,-2,100,-2,1,0,40,"Some college but no degree","Yes","Other:","hispanic","Conservative",NA,2,"6636330bdf8206ac3b939cff","Anti_org","0","0",52.8333333333333,66,13.1666666666667,0.2,"0",-13.1666666666667,0
